timestamp	0::5::pos	0::3::pos	0::2::pos	0::47::pos	0::50::pos	0::23::pos	0::32::pos	0::8::pos	0::27::pos	0::49::pos	0::45::pos	0::5::ori	0::3::ori	0::2::ori	0::47::ori	0::50::ori	0::23::ori	0::32::ori	0::8::ori	0::27::ori	0::49::ori	0::45::ori
2024-10-15 19:24:51.771	[0.10809345543384552, -1.0081454515457153, 1.4983896017074585]	[0.22059407830238342, -0.995813250541687, 1.1447558403015137]	[0.2984614074230194, -0.9818494915962219, 0.9348877668380737]	[0.28971531987190247, -0.975751519203186, 0.11018727719783783]	[0.5000928640365601, -1.1483266353607178, 0.5525311231613159]	[-0.1845012605190277, -1.0184684991836548, 1.8812849521636963]	[0.3212892413139343, -1.070083498954773, 1.9395732879638672]	[-0.12895965576171875, -1.0510406494140625, 1.534935474395752]	[0.4145919978618622, -1.0915207862854004, 1.6321946382522583]	[0.5814087390899658, -0.8296898007392883, 0.7217333316802979]	[0.27151739597320557, -1.0182422399520874, 0.5518271923065186]	[-0.13399146497249603, 0.17972254753112793, 0.9636751413345337, 0.14517703652381897]	[-0.17107583582401276, -0.11235326528549194, 0.9782910346984863, 0.03250517323613167]	[-0.17486751079559326, -0.03946062922477722, 0.9828269481658936, 0.04376557469367981]	[-0.032900240272283554, 0.11280428618192673, 0.9874208569526672, -0.10579661279916763]	[0.44445285201072693, 0.6340994834899902, 0.37259143590927124, 0.5114245414733887]	[0.4633523225784302, -0.5387020111083984, 0.45366528630256653, 0.537859320640564]	[0.7017846703529358, 0.3937646746635437, -0.4693922996520996, 0.3634811341762543]	[0.4726197123527527, -0.4374251365661621, 0.6020983457565308, 0.4719824194908142]	[-0.5508150458335876, -0.37824058532714844, 0.5157355666160583, -0.53624027967453]	[-0.0603470504283905, 0.5172993540763855, 0.7971325516700745, 0.3055149018764496]	[-0.06159830838441849, 0.10310383886098862, 0.9915367364883423, 0.049297310411930084]
2024-10-15 19:24:51.782	[0.1078093871474266, -1.0078061819076538, 1.4983429908752441]	[0.22046822309494019, -0.9956943988800049, 1.1447525024414062]	[0.298451691865921, -0.9817489981651306, 0.9349262714385986]	[0.2898242175579071, -0.9755852222442627, 0.11006002873182297]	[0.4999042749404907, -1.1504154205322266, 0.5550234913825989]	[-0.18240846693515778, -1.0164313316345215, 1.8818721771240234]	[0.31782495975494385, -1.069540023803711, 1.9390946626663208]	[-0.12844574451446533, -1.0491487979888916, 1.5351793766021729]	[0.4135424792766571, -1.091166377067566, 1.6326277256011963]	[0.5822756290435791, -0.8307602405548096, 0.721776008605957]	[0.27155980467796326, -1.0180166959762573, 0.5518490672111511]	[-0.13393637537956238, 0.1806611269712448, 0.9633205533027649, 0.14641135931015015]	[-0.17145845293998718, -0.11253820359706879, 0.9781712889671326, 0.03343833610415459]	[-0.17510759830474854, -0.03957999125123024, 0.9827423691749573, 0.044590651988983154]	[-0.03292836248874664, 0.11373387277126312, 0.9873442053794861, -0.10550787299871445]	[0.4463112950325012, 0.6266245245933533, 0.3683415949344635, 0.5219888687133789]	[0.4619351327419281, -0.5389600396156311, 0.4494747817516327, 0.5423195362091064]	[0.7016458511352539, 0.3939889669418335, -0.4642046093940735, 0.3701080083847046]	[0.4716944098472595, -0.43973201513290405, 0.5988996624946594, 0.47482559084892273]	[-0.5495597124099731, -0.3785005807876587, 0.5121282339096069, -0.5407829284667969]	[-0.060995470732450485, 0.5204153060913086, 0.7944391965866089, 0.3071053624153137]	[-0.06165796518325806, 0.10302326083183289, 0.9915002584457397, 0.050118137151002884]
2024-10-15 19:24:51.793	[0.10754826664924622, -1.0073726177215576, 1.498206377029419]	[0.2203165590763092, -0.9956064224243164, 1.1446205377578735]	[0.2984362542629242, -0.9818410277366638, 0.9348331689834595]	[0.28998449444770813, -0.9754930734634399, 0.10987788438796997]	[0.5018339157104492, -1.152153730392456, 0.5567651987075806]	[-0.18057522177696228, -1.0145422220230103, 1.8823450803756714]	[0.3148438632488251, -1.0688492059707642, 1.9386156797409058]	[-0.1281690001487732, -1.047766923904419, 1.5354262590408325]	[0.4126328229904175, -1.0908942222595215, 1.6329054832458496]	[0.5861682891845703, -0.8331440091133118, 0.7237725257873535]	[0.2716202735900879, -1.018067479133606, 0.5517162084579468]	[-0.13371725380420685, 0.18133309483528137, 0.9630138874053955, 0.14779148995876312]	[-0.17178232967853546, -0.11234261840581894, 0.9781065583229065, 0.03431606665253639]	[-0.17541077733039856, -0.03932874649763107, 0.9826624989509583, 0.04537559300661087]	[-0.03292252868413925, 0.11396593600511551, 0.9873619079589844, -0.10509271174669266]	[0.4459337592124939, 0.6176345348358154, 0.3627232611179352, 0.5367518663406372]	[0.4611007571220398, -0.5387121438980103, 0.4469577968120575, 0.5453477501869202]	[0.7021961212158203, 0.39294883608818054, -0.46095800399780273, 0.3742053210735321]	[0.47137874364852905, -0.4402090311050415, 0.5967583060264587, 0.4773862361907959]	[-0.5496068000793457, -0.3774452209472656, 0.509883463382721, -0.5435865521430969]	[-0.06263206154108047, 0.5198895931243896, 0.7916833162307739, 0.31468960642814636]	[-0.061716172844171524, 0.10279092192649841, 0.991483211517334, 0.050854526460170746]
2024-10-15 19:24:51.805	[0.10712594538927078, -1.0066301822662354, 1.497841477394104]	[0.22000841796398163, -0.9953643679618835, 1.1445586681365967]	[0.2983205020427704, -0.9816943407058716, 0.9348368048667908]	[0.29010623693466187, -0.9753555059432983, 0.1097392588853836]	[0.5022971034049988, -1.155092716217041, 0.5596962571144104]	[-0.1784571260213852, -1.0123848915100098, 1.8827543258666992]	[0.3118448853492737, -1.0684527158737183, 1.93791925907135]	[-0.12737494707107544, -1.0447463989257812, 1.5357375144958496]	[0.4118725061416626, -1.09056556224823, 1.6331032514572144]	[0.5881204009056091, -0.8351538777351379, 0.7241484522819519]	[0.271626740694046, -1.0178980827331543, 0.5517008304595947]	[-0.13350144028663635, 0.1828550100326538, 0.9623596668243408, 0.15035118162631989]	[-0.1724376678466797, -0.11256536841392517, 0.9779022932052612, 0.03607545420527458]	[-0.1758134961128235, -0.039387043565511703, 0.9825224876403809, 0.046775516122579575]	[-0.03277129307389259, 0.11485530436038971, 0.9872881174087524, -0.10486478358507156]	[0.4445946514606476, 0.6036047339439392, 0.3539545238018036, 0.5592076182365417]	[0.45965081453323364, -0.5383644104003906, 0.4434205889701843, 0.5497846007347107]	[0.7008516788482666, 0.39362719655036926, -0.45540371537208557, 0.38271668553352356]	[0.4697503447532654, -0.44260382652282715, 0.5916570425033569, 0.48309269547462463]	[-0.5471469759941101, -0.3789638876914978, 0.5055992603302002, -0.5489862561225891]	[-0.06417158246040344, 0.5230147838592529, 0.7879565954208374, 0.3185311555862427]	[-0.0618775449693203, 0.10268685221672058, 0.9914517998695374, 0.05147819221019745]
2024-10-15 19:24:51.815	[0.10697291791439056, -1.0062710046768188, 1.4976725578308105]	[0.21988773345947266, -0.995272159576416, 1.1445128917694092]	[0.29831138253211975, -0.9816962480545044, 0.9348266124725342]	[0.2901591658592224, -0.9753261208534241, 0.10969284176826477]	[0.5023049712181091, -1.1572775840759277, 0.5620418787002563]	[-0.17482498288154602, -1.0083974599838257, 1.8835854530334473]	[0.30924665927886963, -1.0679947137832642, 1.937483787536621]	[-0.12699557840824127, -1.043251395225525, 1.5359382629394531]	[0.4100990891456604, -1.090181589126587, 1.633649230003357]	[0.5882376432418823, -0.8359600305557251, 0.7237251996994019]	[0.27165687084198, -1.0177682638168335, 0.5517014861106873]	[-0.13350717723369598, 0.1836315542459488, 0.9620215892791748, 0.1515580266714096]	[-0.17271585762500763, -0.11257635802030563, 0.9778158664703369, 0.037040531635284424]	[-0.17604723572731018, -0.03935005143284798, 0.9824386239051819, 0.04767952114343643]	[-0.0325356051325798, 0.11536426842212677, 0.9872653484344482, -0.10459235310554504]	[0.4435332417488098, 0.5934991240501404, 0.3493916392326355, 0.573552668094635]	[0.4571065306663513, -0.5378184914588928, 0.43766486644744873, 0.5570049285888672]	[0.6978257298469543, 0.39492496848106384, -0.4467579126358032, 0.39683857560157776]	[0.46892833709716797, -0.44373008608818054, 0.5894362330436707, 0.4855663776397705]	[-0.5420516133308411, -0.3815668821334839, 0.499143123626709, -0.5580706596374512]	[-0.06549122929573059, 0.526418924331665, 0.785615861415863, 0.31843632459640503]	[-0.06193388253450394, 0.10273541510105133, 0.9914061427116394, 0.05218810588121414]
2024-10-15 19:24:51.826	[0.1067889854311943, -1.005944013595581, 1.4975879192352295]	[0.21978913247585297, -0.9952100515365601, 1.14444899559021]	[0.29831594228744507, -0.9817283153533936, 0.9347952604293823]	[0.29011914134025574, -0.9753930568695068, 0.10970007628202438]	[0.5023292899131775, -1.1596708297729492, 0.5651624798774719]	[-0.1731986403465271, -1.0064966678619385, 1.8839061260223389]	[0.3045959174633026, -1.0673010349273682, 1.9366319179534912]	[-0.1266348958015442, -1.041825294494629, 1.5360835790634155]	[0.4092739224433899, -1.0900298357009888, 1.6338777542114258]	[0.5884346961975098, -0.8367849588394165, 0.7235972881317139]	[0.2716902494430542, -1.0176985263824463, 0.551645040512085]	[-0.13354703783988953, 0.18464280664920807, 0.9616509675979614, 0.15264230966567993]	[-0.1729883998632431, -0.11262518167495728, 0.9777258634567261, 0.037982963025569916]	[-0.1762591004371643, -0.03932289406657219, 0.9823545217514038, 0.048643432557582855]	[-0.03255486115813255, 0.1152600646018982, 0.9873073101043701, -0.10430513322353363]	[0.4414990246295929, 0.5851305723190308, 0.3448995053768158, 0.5862979292869568]	[0.4557027220726013, -0.5377989411354065, 0.43516960740089417, 0.5601204037666321]	[0.6963315606117249, 0.39558300375938416, -0.442452609539032, 0.4035744071006775]	[0.46816471219062805, -0.4447609782218933, 0.5872326493263245, 0.4880239963531494]	[-0.5394951701164246, -0.3829050064086914, 0.4960603713989258, -0.5623636245727539]	[-0.06699372828006744, 0.5303865075111389, 0.7828426361083984, 0.3183698058128357]	[-0.06193413957953453, 0.10288025438785553, 0.9912962913513184, 0.05395892634987831]
2024-10-15 19:24:51.837	[0.10660206526517868, -1.0056215524673462, 1.4974656105041504]	[0.21971869468688965, -0.9951744079589844, 1.1443840265274048]	[0.2983311712741852, -0.9817984104156494, 0.9347556829452515]	[0.29004451632499695, -0.975461483001709, 0.10972365736961365]	[0.5022437572479248, -1.1602647304534912, 0.5662639141082764]	[-0.17158140242099762, -1.0045727491378784, 1.8841419219970703]	[0.3024579584598541, -1.0669459104537964, 1.936153531074524]	[-0.12633433938026428, -1.040418028831482, 1.5361454486846924]	[0.40856218338012695, -1.0898975133895874, 1.6340534687042236]	[0.5885821580886841, -0.8369979858398438, 0.723792314529419]	[0.27167847752571106, -1.0177102088928223, 0.551607608795166]	[-0.13358910381793976, 0.18564395606517792, 0.9613003134727478, 0.15359650552272797]	[-0.17326384782791138, -0.11268260329961777, 0.9776299595832825, 0.03901128098368645]	[-0.17642587423324585, -0.039293624460697174, 0.9822701811790466, 0.04975117743015289]	[-0.03278592973947525, 0.11499147117137909, 0.9873476028442383, -0.1041480153799057]	[0.4408303499221802, 0.5839638113975525, 0.34398847818374634, 0.5884954333305359]	[0.4542492926120758, -0.5377050638198853, 0.43262767791748047, 0.5633509159088135]	[0.6947335004806519, 0.3962063193321228, -0.4384322464466095, 0.41005268692970276]	[0.4673649072647095, -0.44576504826545715, 0.5849931240081787, 0.49055758118629456]	[-0.536943256855011, -0.3840752840042114, 0.49308207631111145, -0.5666112899780273]	[-0.0672374814748764, 0.5315096378326416, 0.7819899320602417, 0.3185408413410187]	[-0.061879243701696396, 0.10296612977981567, 0.9912305474281311, 0.05505562946200371]
2024-10-15 19:24:51.848	[0.10640527307987213, -1.0052284002304077, 1.4973461627960205]	[0.21966016292572021, -0.9951239228248596, 1.1443125009536743]	[0.2983688414096832, -0.9818904995918274, 0.9347111582756042]	[0.2899634838104248, -0.9755200147628784, 0.10975443571805954]	[0.5022437572479248, -1.1602647304534912, 0.5662639141082764]	[-0.16997507214546204, -1.0027704238891602, 1.8843497037887573]	[0.30042970180511475, -1.0667190551757812, 1.9356180429458618]	[-0.12607192993164062, -1.039026141166687, 1.5361711978912354]	[0.40792855620384216, -1.089815378189087, 1.6341663599014282]	[0.5887473821640015, -0.8371518850326538, 0.7240784764289856]	[0.2716754674911499, -1.0177381038665771, 0.5515656471252441]	[-0.1334875375032425, 0.18657314777374268, 0.9609620571136475, 0.15467225015163422]	[-0.1735723316669464, -0.11271317303180695, 0.9775260090827942, 0.04014304280281067]	[-0.17661556601524353, -0.03920828923583031, 0.982175350189209, 0.051002711057662964]	[-0.03305576741695404, 0.11461170017719269, 0.9874019026756287, -0.10396644473075867]	[0.4402220547199249, 0.5842118263244629, 0.3433256149291992, 0.589091420173645]	[0.45293235778808594, -0.5376513004302979, 0.429884135723114, 0.5665537714958191]	[0.6935182213783264, 0.39675143361091614, -0.43449270725250244, 0.41573673486709595]	[0.4665991961956024, -0.4468458890914917, 0.5826830267906189, 0.4930461347103119]	[-0.5347861051559448, -0.38496503233909607, 0.49034571647644043, -0.5704092979431152]	[-0.0672910138964653, 0.5322511792182922, 0.7813926935195923, 0.31875690817832947]	[-0.061807889491319656, 0.10302551835775375, 0.9911564588546753, 0.056341979652643204]
2024-10-15 19:24:51.860	[0.1062048077583313, -1.0048298835754395, 1.497198224067688]	[0.219601571559906, -0.9951004981994629, 1.144256353378296]	[0.29842084646224976, -0.9820187091827393, 0.9346870183944702]	[0.2898760437965393, -0.9755980968475342, 0.10978884994983673]	[0.501994788646698, -1.1608326435089111, 0.5678024291992188]	[-0.168354332447052, -1.0009692907333374, 1.8845101594924927]	[0.298561155796051, -1.0665545463562012, 1.9351263046264648]	[-0.12589964270591736, -1.0377601385116577, 1.536158800125122]	[0.40733540058135986, -1.0897804498672485, 1.6342610120773315]	[0.5889198780059814, -0.8372905850410461, 0.7244404554367065]	[0.271681547164917, -1.0177721977233887, 0.5515406727790833]	[-0.13330736756324768, 0.18751884996891022, 0.9605980515480042, 0.15594008564949036]	[-0.17392945289611816, -0.11272179335355759, 0.9774136543273926, 0.04129098728299141]	[-0.17683815956115723, -0.039115991443395615, 0.9820700287818909, 0.05231358855962753]	[-0.03334388509392738, 0.11432003974914551, 0.9874448776245117, -0.1037873849272728]	[0.440289705991745, 0.585210919380188, 0.34329453110694885, 0.5880663990974426]	[0.45183876156806946, -0.5372403860092163, 0.4272800087928772, 0.5697775483131409]	[0.6923145651817322, 0.39724671840667725, -0.4310094118118286, 0.4208641052246094]	[0.4659397602081299, -0.447503000497818, 0.5806049704551697, 0.4955190420150757]	[-0.5328180193901062, -0.38574451208114624, 0.4878103733062744, -0.5738877654075623]	[-0.06710536032915115, 0.5326574444770813, 0.781021237373352, 0.31902772188186646]	[-0.06172662973403931, 0.10308527201414108, 0.9910739660263062, 0.05775684118270874]
2024-10-15 19:24:51.871	[0.10601837933063507, -1.0044704675674438, 1.4970529079437256]	[0.21957576274871826, -0.9950970411300659, 1.1442151069641113]	[0.29851415753364563, -0.9821818470954895, 0.9346803426742554]	[0.2897968590259552, -0.975682258605957, 0.10982342809438705]	[0.5018553733825684, -1.161019206047058, 0.5684630274772644]	[-0.1667952835559845, -0.9992741942405701, 1.884638786315918]	[0.2966776490211487, -1.0662318468093872, 1.9345556497573853]	[-0.12579160928726196, -1.0364553928375244, 1.5361114740371704]	[0.4068162441253662, -1.0897761583328247, 1.63432776927948]	[0.589165449142456, -0.8374701142311096, 0.7248724102973938]	[0.27169641852378845, -1.0178186893463135, 0.5515270233154297]	[-0.13312779366970062, 0.18845216929912567, 0.9602109789848328, 0.15734583139419556]	[-0.17433592677116394, -0.11274383962154388, 0.9772790670394897, 0.04267813265323639]	[-0.17707595229148865, -0.03902348875999451, 0.9819504618644714, 0.05380164831876755]	[-0.0336560420691967, 0.11397720128297806, 0.9875118136405945, -0.10342614352703094]	[0.4412855803966522, 0.5864932537078857, 0.3440535366535187, 0.5855936408042908]	[0.45063066482543945, -0.5371707081794739, 0.42443883419036865, 0.572914719581604]	[0.691048264503479, 0.3971407115459442, -0.4276062846183777, 0.42647916078567505]	[0.4652431011199951, -0.44844067096710205, 0.5782322287559509, 0.4980936050415039]	[-0.5308164358139038, -0.3863186836242676, 0.48533833026885986, -0.577441394329071]	[-0.06684517115354538, 0.53298020362854, 0.7806766033172607, 0.31938666105270386]	[-0.061592649668455124, 0.10313741862773895, 0.9909821152687073, 0.059358954429626465]
2024-10-15 19:24:51.883	[0.10586516559123993, -1.004101037979126, 1.4968286752700806]	[0.21954882144927979, -0.9951077103614807, 1.1441562175750732]	[0.29859864711761475, -0.982373058795929, 0.9346523284912109]	[0.28969529271125793, -0.9757437109947205, 0.10982695966959]	[0.501753568649292, -1.1610956192016602, 0.5691744685173035]	[-0.16531305015087128, -0.9975276589393616, 1.8847129344940186]	[0.29507288336753845, -1.0659421682357788, 1.9340012073516846]	[-0.12572619318962097, -1.0351288318634033, 1.5360239744186401]	[0.406365305185318, -1.089823603630066, 1.6343364715576172]	[0.5893287062644958, -0.8375047445297241, 0.7253488302230835]	[0.2717077136039734, -1.0178784132003784, 0.5514881610870361]	[-0.13295860588550568, 0.18944604694843292, 0.9598146677017212, 0.15870720148086548]	[-0.17473748326301575, -0.11270835995674133, 0.9771475195884705, 0.04411841183900833]	[-0.17729800939559937, -0.038899410516023636, 0.9818325638771057, 0.05529123917222023]	[-0.03398378938436508, 0.11354487389326096, 0.987574577331543, -0.10319451987743378]	[0.4422457218170166, 0.5884416699409485, 0.3444896340370178, 0.582650899887085]	[0.44925013184547424, -0.5371272563934326, 0.42175590991973877, 0.5760126709938049]	[0.6898970603942871, 0.3966338038444519, -0.42464813590049744, 0.431738018989563]	[0.4645134508609772, -0.44938671588897705, 0.5758401155471802, 0.5006865859031677]	[-0.5289976000785828, -0.3868858814239502, 0.483271062374115, -0.5804566740989685]	[-0.06666183471679688, 0.5333011746406555, 0.780400812625885, 0.31956326961517334]	[-0.06146381050348282, 0.10313766449689865, 0.9908966422080994, 0.06089891865849495]
2024-10-15 19:24:51.895	[0.10570383071899414, -1.0037440061569214, 1.49658203125]	[0.21951736509799957, -0.9951496124267578, 1.1441065073013306]	[0.29869306087493896, -0.9825910329818726, 0.9346395134925842]	[0.2896316647529602, -0.9758142232894897, 0.10983297228813171]	[0.5016403198242188, -1.1609221696853638, 0.5698310136795044]	[-0.16399337351322174, -0.9957261681556702, 1.884795069694519]	[0.2936548590660095, -1.0655789375305176, 1.933555006980896]	[-0.12571418285369873, -1.0337308645248413, 1.5359491109848022]	[0.4058902859687805, -1.0898995399475098, 1.634361743927002]	[0.5895487666130066, -0.8374291658401489, 0.7260208129882812]	[0.27175647020339966, -1.0178711414337158, 0.5514516830444336]	[-0.1328529566526413, 0.19040532410144806, 0.9594320058822632, 0.15995731949806213]	[-0.1751507669687271, -0.11266870051622391, 0.977002739906311, 0.045758094638586044]	[-0.1775488555431366, -0.038812775164842606, 0.9816977977752686, 0.05691542476415634]	[-0.034146588295698166, 0.1131078228354454, 0.9876522421836853, -0.1028771847486496]	[0.4434542655944824, 0.5902656316757202, 0.3448632061481476, 0.5796588063240051]	[0.4477114975452423, -0.537079930305481, 0.4190100431442261, 0.5792496204376221]	[0.6885837912559509, 0.39614757895469666, -0.422328919172287, 0.4365292489528656]	[0.4636043310165405, -0.4505806267261505, 0.573452353477478, 0.5031904578208923]	[-0.5271481871604919, -0.38737308979034424, 0.4815370440483093, -0.5832486748695374]	[-0.06631417572498322, 0.5333249568939209, 0.7802878618240356, 0.31987136602401733]	[-0.061355702579021454, 0.10321976244449615, 0.9907880425453186, 0.06261257827281952]
2024-10-15 19:24:51.905	[0.10530686378479004, -1.0030509233474731, 1.4961645603179932]	[0.21955934166908264, -0.9952906370162964, 1.1440881490707397]	[0.2989807724952698, -0.9830730557441711, 0.9346940517425537]	[0.2895410656929016, -0.9759061336517334, 0.10987623780965805]	[0.5015736222267151, -1.1605615615844727, 0.5704196095466614]	[-0.16252541542053223, -0.9939729571342468, 1.8848555088043213]	[0.2924234867095947, -1.0653401613235474, 1.933269739151001]	[-0.12575912475585938, -1.0311145782470703, 1.535712718963623]	[0.4054132401943207, -1.0901094675064087, 1.6344456672668457]	[0.5897225737571716, -0.8372100591659546, 0.72676682472229]	[0.27180764079093933, -1.0179107189178467, 0.5514510869979858]	[-0.13300539553165436, 0.19202612340450287, 0.9587131142616272, 0.162187397480011]	[-0.176130473613739, -0.1125410795211792, 0.9766661524772644, 0.049354396760463715]	[-0.17803622782230377, -0.03867287188768387, 0.9814193248748779, 0.06019771099090576]	[-0.03439774364233017, 0.1126772090792656, 0.9877260327339172, -0.10255719721317291]	[0.4446181058883667, 0.5919444561004639, 0.34533557295799255, 0.5767667889595032]	[0.4462098181247711, -0.5367646217346191, 0.4160541892051697, 0.5828201770782471]	[0.687046229839325, 0.3957967162132263, -0.42061033844947815, 0.44090741872787476]	[0.4618528485298157, -0.4528864026069641, 0.5684171915054321, 0.5084170699119568]	[-0.5252808928489685, -0.38792476058006287, 0.47996407747268677, -0.5858574509620667]	[-0.065916046500206, 0.5331747531890869, 0.7803720235824585, 0.3199990391731262]	[-0.061176035553216934, 0.10329160839319229, 0.9906918406486511, 0.06417259573936462]
2024-10-15 19:24:51.916	[0.10506269335746765, -1.0027046203613281, 1.4959867000579834]	[0.21959227323532104, -0.9953960180282593, 1.1440585851669312]	[0.2991674840450287, -0.9833211898803711, 0.9347145557403564]	[0.289314329624176, -0.9760226011276245, 0.10996218770742416]	[0.5014895796775818, -1.160020112991333, 0.5709669589996338]	[-0.1596914529800415, -0.9907466173171997, 1.8849048614501953]	[0.29003262519836426, -1.0649727582931519, 1.93280029296875]	[-0.12578389048576355, -1.029869794845581, 1.5355736017227173]	[0.4041902422904968, -1.0908832550048828, 1.6346487998962402]	[0.5901920795440674, -0.8364555835723877, 0.7285984754562378]	[0.27192234992980957, -1.018066644668579, 0.5514448881149292]	[-0.133087620139122, 0.1929515153169632, 0.9582340717315674, 0.16384412348270416]	[-0.17671407759189606, -0.11245034635066986, 0.9764741659164429, 0.05123816058039665]	[-0.17835107445716858, -0.038666486740112305, 0.9812623858451843, 0.06180673837661743]	[-0.034493375569581985, 0.11240978538990021, 0.9878376722335815, -0.10174007713794708]	[0.44688886404037476, 0.5950827598571777, 0.3452804684638977, 0.5717939734458923]	[0.44361892342567444, -0.5364513397216797, 0.4102872312068939, 0.5891407132148743]	[0.684704065322876, 0.3942776620388031, -0.41780170798301697, 0.44851669669151306]	[0.4611935615539551, -0.4537186026573181, 0.566108226776123, 0.5108439326286316]	[-0.5220640301704407, -0.38842853903770447, 0.4780440926551819, -0.5899545550346375]	[-0.0649481937289238, 0.5322989821434021, 0.7808797359466553, 0.3204158842563629]	[-0.06072818115353584, 0.10328782349824905, 0.990535318851471, 0.06695862114429474]
2024-10-15 19:24:51.928	[0.10472685098648071, -1.0024163722991943, 1.4958875179290771]	[0.21962371468544006, -0.9955223202705383, 1.1440391540527344]	[0.2994176745414734, -0.983567476272583, 0.9347715973854065]	[0.289314329624176, -0.9760226011276245, 0.10996218770742416]	[0.5015520453453064, -1.159292459487915, 0.5714672803878784]	[-0.15833458304405212, -0.9891868829727173, 1.8848658800125122]	[0.29003262519836426, -1.0649727582931519, 1.93280029296875]	[-0.12587833404541016, -1.0286458730697632, 1.5354032516479492]	[0.4041902422904968, -1.0908832550048828, 1.6346487998962402]	[0.5901920795440674, -0.8364555835723877, 0.7285984754562378]	[0.27192234992980957, -1.018066644668579, 0.5514448881149292]	[-0.1331513673067093, 0.19384902715682983, 0.9576880931854248, 0.1659124791622162]	[-0.17742033302783966, -0.11239327490329742, 0.9762500524520874, 0.05315741151571274]	[-0.17881469428539276, -0.03872692212462425, 0.9810718297958374, 0.06343232840299606]	[-0.034493375569581985, 0.11240978538990021, 0.9878376722335815, -0.10174007713794708]	[0.44688886404037476, 0.5950827598571777, 0.3452804684638977, 0.5717939734458923]	[0.44254621863365173, -0.5363072752952576, 0.40754812955856323, 0.5919728875160217]	[0.684704065322876, 0.3942776620388031, -0.41780170798301697, 0.44851669669151306]	[0.4605475068092346, -0.45441824197769165, 0.5638437271118164, 0.5133034586906433]	[-0.5206993818283081, -0.3883723020553589, 0.477938175201416, -0.5912818908691406]	[-0.0649481937289238, 0.5322989821434021, 0.7808797359466553, 0.3204158842563629]	[-0.06072818115353584, 0.10328782349824905, 0.990535318851471, 0.06695862114429474]
2024-10-15 19:24:51.940	[0.10442414879798889, -1.0021830797195435, 1.4957164525985718]	[0.21969465911388397, -0.9957175254821777, 1.1440050601959229]	[0.29970458149909973, -0.9838710427284241, 0.9348137378692627]	[0.2894343435764313, -0.9759308099746704, 0.10989996045827866]	[0.5020222067832947, -1.1573621034622192, 0.5727381706237793]	[-0.1570710837841034, -0.9876130819320679, 1.8847311735153198]	[0.28799012303352356, -1.0647250413894653, 1.9326212406158447]	[-0.1259983777999878, -1.0274747610092163, 1.535155177116394]	[0.40263938903808594, -1.0920629501342773, 1.6349143981933594]	[0.5910284519195557, -0.8352557420730591, 0.7311567068099976]	[0.2723407447338104, -1.0181766748428345, 0.5514239072799683]	[-0.13351166248321533, 0.19491825997829437, 0.9570024013519287, 0.1683093160390854]	[-0.17809152603149414, -0.11231447756290436, 0.9760396480560303, 0.054913319647312164]	[-0.17927558720111847, -0.038792725652456284, 0.980886697769165, 0.0649368166923523]	[-0.03443954885005951, 0.11328189820051193, 0.9878305792808533, -0.10085581243038177]	[0.4487725496292114, 0.5966061353683472, 0.3455658555030823, 0.5685495734214783]	[0.44136059284210205, -0.536221444606781, 0.40465301275253296, 0.5949146747589111]	[0.6830317378044128, 0.3922128677368164, -0.41652971506118774, 0.4540262222290039]	[0.4596436321735382, -0.4552205204963684, 0.5616294741630554, 0.5158239006996155]	[-0.5194916129112244, -0.38829973340034485, 0.4778350591659546, -0.5924739837646484]	[-0.06406839936971664, 0.5307683348655701, 0.7817211747169495, 0.3210797905921936]	[-0.060311950743198395, 0.1029822826385498, 0.9904128909111023, 0.06956663727760315]
2024-10-15 19:24:51.951	[0.1041557788848877, -1.001952886581421, 1.4954581260681152]	[0.21981021761894226, -0.9959371089935303, 1.1439564228057861]	[0.30003753304481506, -0.9841935038566589, 0.934842586517334]	[0.28964003920555115, -0.9757921099662781, 0.10974621772766113]	[0.502449095249176, -1.156158208847046, 0.5734937191009521]	[-0.15591536462306976, -0.9861851334571838, 1.8845341205596924]	[0.28696829080581665, -1.064772367477417, 1.9325071573257446]	[-0.12609148025512695, -1.0262844562530518, 1.5348457098007202]	[0.4019445478916168, -1.092748761177063, 1.6350204944610596]	[0.5916876792907715, -0.8345444798469543, 0.7327799201011658]	[0.2726820111274719, -1.0181643962860107, 0.551377534866333]	[-0.13411644101142883, 0.1960781067609787, 0.9562277793884277, 0.1708645075559616]	[-0.17875604331493378, -0.11225118488073349, 0.975822925567627, 0.0567057728767395]	[-0.17973707616329193, -0.03888353705406189, 0.9806938767433167, 0.06650014966726303]	[-0.03432367369532585, 0.11397934705018997, 0.9877811670303345, -0.1005929559469223]	[0.44962894916534424, 0.5964183211326599, 0.3457562327384949, 0.5679539442062378]	[0.440034419298172, -0.5365811586380005, 0.40145984292030334, 0.5977294445037842]	[0.6823598146438599, 0.39113277196884155, -0.4160996675491333, 0.4563567340373993]	[0.4585428237915039, -0.45645034313201904, 0.5592049360275269, 0.5183449387550354]	[-0.5185791254043579, -0.3880521059036255, 0.4776719808578491, -0.5935661792755127]	[-0.0636557936668396, 0.5297119617462158, 0.7821913361549377, 0.32176074385643005]	[-0.060178548097610474, 0.10270889848470688, 0.990358829498291, 0.0708441212773323]
