timestamp	1::5::pos	1::23::pos	1::2::pos	1::47::pos	1::11::pos	1::27::pos	1::49::pos	1::8::pos	1::45::pos	1::50::pos	1::5::ori	1::23::ori	1::2::ori	1::47::ori	1::11::ori	1::27::ori	1::49::ori	1::8::ori	1::45::ori	1::50::ori
2024-08-27 15:28:01.505	[0.04877622425556183, 1.4798771142959595, -0.08034990727901459]	[-0.17592871189117432, 0.7223817110061646, -0.1754017323255539]	[0.07339650392532349, 0.8552833199501038, -0.03376419469714165]	[-0.12914767861366272, 0.010684043169021606, -0.11846990883350372]	[-0.1684017777442932, 0.8167527914047241, -0.20515242218971252]	[0.518805742263794, 1.2861202955245972, -0.08076871931552887]	[0.18344081938266754, 0.5752694010734558, -0.03324342146515846]	[-0.15511158108711243, 1.0086719989776611, -0.04303998500108719]	[-0.061169758439064026, 0.584557831287384, -0.02514166384935379]	[0.23816725611686707, 0.08098781108856201, 0.06183947995305061]	[-0.08873898535966873, 0.9243125915527344, -0.11172841489315033, -0.3539610207080841]	[-0.6487597823143005, 0.6212174296379089, 0.4395448863506317, -0.00034932009293697774]	[0.01422719843685627, 0.9989887475967407, -0.03272998705506325, -0.027347752824425697]	[0.08877112716436386, 0.9787983298301697, -0.02379487082362175, 0.18305031955242157]	[-0.5533413290977478, 0.7593363523483276, 0.05018828064203262, 0.3386782109737396]	[0.07469959557056427, 0.8083994388580322, 0.5799432396888733, -0.06764711439609528]	[-0.05425211787223816, 0.994042158126831, -0.09452728927135468, -0.0012213974259793758]	[-0.6816065311431885, 0.6740994453430176, 0.2783019542694092, 0.05958738923072815]	[0.10211993753910065, 0.9931464195251465, -0.021813945844769478, -0.05249776691198349]	[-0.011323227547109127, 0.9756739139556885, -0.04133766144514084, 0.21499626338481903]
2024-08-27 15:28:01.517	[0.048746272921562195, 1.4798672199249268, -0.08028335869312286]	[-0.1759919375181198, 0.722341775894165, -0.17531241476535797]	[0.07340522110462189, 0.8552737236022949, -0.03373955190181732]	[-0.1291511505842209, 0.010688304901123047, -0.11848220229148865]	[-0.1684788167476654, 0.8167202472686768, -0.20504271984100342]	[0.5187931060791016, 1.2862006425857544, -0.08072154223918915]	[0.18344484269618988, 0.5752642750740051, -0.033226944506168365]	[-0.1551038920879364, 1.008620262145996, -0.04293138533830643]	[-0.061161190271377563, 0.5845508575439453, -0.025127572938799858]	[0.23815849423408508, 0.08097758889198303, 0.06183689087629318]	[-0.08879787474870682, 0.9242761135101318, -0.11179571598768234, -0.35402020812034607]	[-0.6486436724662781, 0.62116539478302, 0.43978971242904663, -0.0004212326603010297]	[0.01421306375414133, 0.9989883303642273, -0.03269852697849274, -0.02740696258842945]	[0.08882351219654083, 0.97879958152771, -0.023771002888679504, 0.18302106857299805]	[-0.5532795786857605, 0.7594199776649475, 0.0504239946603775, 0.3385564088821411]	[0.07458929717540741, 0.8083653450012207, 0.5800005197525024, -0.0676853135228157]	[-0.05423840135335922, 0.9940447211265564, -0.0945085883140564, -0.0012309221783652902]	[-0.6815317869186401, 0.6741118431091309, 0.2784913182258606, 0.05941593647003174]	[0.10212069749832153, 0.9931451082229614, -0.021795405074954033, -0.05252726748585701]	[-0.011324882507324219, 0.9756730794906616, -0.04133925586938858, 0.2149999588727951]
2024-08-27 15:28:01.528	[0.048700299113988876, 1.4798588752746582, -0.0801449716091156]	[-0.1761144995689392, 0.7222616672515869, -0.17514091730117798]	[0.07341061532497406, 0.8552595376968384, -0.033688656985759735]	[-0.12916657328605652, 0.010690048336982727, -0.11848826706409454]	[-0.16861894726753235, 0.8166496753692627, -0.20484545826911926]	[0.5187622308731079, 1.286357045173645, -0.08065757155418396]	[0.18344789743423462, 0.575261116027832, -0.033211786299943924]	[-0.15509505569934845, 1.0085240602493286, -0.04273849353194237]	[-0.06115831434726715, 0.5845454931259155, -0.025114329531788826]	[0.23815450072288513, 0.08097231388092041, 0.061845142394304276]	[-0.08880936354398727, 0.9242247343063354, -0.11181715875864029, -0.3541446626186371]	[-0.6484274864196777, 0.6211178302764893, 0.44017526507377625, -0.0005597053095698357]	[0.014205584302544594, 0.9989880323410034, -0.03268781304359436, -0.027436114847660065]	[0.08886591345071793, 0.9788017868995667, -0.023762568831443787, 0.1829899549484253]	[-0.5531678199768066, 0.7595807909965515, 0.05077773332595825, 0.3383254408836365]	[0.07440313696861267, 0.8082718849182129, 0.5801477432250977, -0.06774522364139557]	[-0.054230473935604095, 0.9940456748008728, -0.09450215101242065, -0.001240214565768838]	[-0.6813957095146179, 0.6741473078727722, 0.27879810333251953, 0.059135690331459045]	[0.10212736576795578, 0.9931433796882629, -0.021780427545309067, -0.05255458131432533]	[-0.01128609199076891, 0.9756707549095154, -0.041328445076942444, 0.21501456201076508]
2024-08-27 15:28:01.540	[0.0486847348511219, 1.4798575639724731, -0.08008012175559998]	[-0.17617596685886383, 0.722210705280304, -0.1750471293926239]	[0.07340987026691437, 0.855262041091919, -0.03370940685272217]	[-0.12917225062847137, 0.010685712099075317, -0.11847085505723953]	[-0.16868312656879425, 0.816598117351532, -0.20475439727306366]	[0.5187505483627319, 1.2864375114440918, -0.0806199386715889]	[0.1834448277950287, 0.5752715468406677, -0.03320631757378578]	[-0.15508870780467987, 1.0084748268127441, -0.042658571153879166]	[-0.06116234138607979, 0.5845574140548706, -0.0251321904361248]	[0.23814204335212708, 0.08098104596138, 0.061846863478422165]	[-0.08876537531614304, 0.9242303371429443, -0.11180184781551361, -0.3541461229324341]	[-0.6483218669891357, 0.6211453676223755, 0.4402916729450226, -0.0006529567763209343]	[0.014213481917977333, 0.9989900588989258, -0.0326349139213562, -0.02742028795182705]	[0.08898257464170456, 0.9787735939025879, -0.02381804585456848, 0.18307654559612274]	[-0.5531264543533325, 0.7596652507781982, 0.05086272209882736, 0.33819058537483215]	[0.07429780066013336, 0.8081933259963989, 0.5802696943283081, -0.0677545815706253]	[-0.05422351509332657, 0.9940466284751892, -0.0944969654083252, -0.0012149214744567871]	[-0.6813250780105591, 0.6741849780082703, 0.2789052426815033, 0.05901426821947098]	[0.10213103145360947, 0.9931444525718689, -0.021806970238685608, -0.052515365183353424]	[-0.011253241449594498, 0.9756608605384827, -0.04131875932216644, 0.21506305038928986]
2024-08-27 15:28:01.551	[0.048637744039297104, 1.4798693656921387, -0.07993718981742859]	[-0.17622911930084229, 0.7221706509590149, -0.1749476045370102]	[0.07341895252466202, 0.8552647233009338, -0.03365830332040787]	[-0.12917782366275787, 0.01069803535938263, -0.11847341805696487]	[-0.1687377393245697, 0.8165589570999146, -0.20465227961540222]	[0.518731415271759, 1.2865252494812012, -0.08059234172105789]	[0.1834428608417511, 0.5752831697463989, -0.03318885713815689]	[-0.15508750081062317, 1.0083889961242676, -0.04246445372700691]	[-0.06116173788905144, 0.5845729112625122, -0.02512076310813427]	[0.23813611268997192, 0.0809880793094635, 0.061842985451221466]	[-0.08863773196935654, 0.9242206811904907, -0.11162502318620682, -0.3542589247226715]	[-0.648227334022522, 0.6211605072021484, 0.44040948152542114, -0.0007147584692575037]	[0.014207190833985806, 0.9989902377128601, -0.032601285725831985, -0.027456022799015045]	[0.08899622410535812, 0.9787795543670654, -0.023832030594348907, 0.18303647637367249]	[-0.5530455708503723, 0.759803056716919, 0.05102158337831497, 0.33798947930336]	[0.0742076113820076, 0.8081737756729126, 0.5803098678588867, -0.06774131953716278]	[-0.05421995744109154, 0.9940489530563354, -0.09447523206472397, -0.001209824113175273]	[-0.681229293346405, 0.6742299795150757, 0.2790706753730774, 0.05882290005683899]	[0.10212507098913193, 0.9931443929672241, -0.021794039756059647, -0.052533477544784546]	[-0.011248450726270676, 0.9756590127944946, -0.041316427290439606, 0.21507231891155243]
2024-08-27 15:28:01.562	[0.048619501292705536, 1.4798755645751953, -0.07987498492002487]	[-0.17631813883781433, 0.7220632433891296, -0.1747036725282669]	[0.07341469079256058, 0.8552626967430115, -0.03363918885588646]	[-0.1291709989309311, 0.01070241630077362, -0.11847524344921112]	[-0.16882246732711792, 0.816444993019104, -0.20442824065685272]	[0.5186914205551147, 1.2866756916046143, -0.08051715791225433]	[0.18344387412071228, 0.5752764344215393, -0.03315669670701027]	[-0.15508368611335754, 1.0083481073379517, -0.042381592094898224]	[-0.06116141006350517, 0.5845688581466675, -0.02509293518960476]	[0.2381318211555481, 0.08097326755523682, 0.061836231499910355]	[-0.08855610340833664, 0.9242380261421204, -0.11152134835720062, -0.35426661372184753]	[-0.6480687856674194, 0.6212597489356995, 0.44050246477127075, -0.0008707817760296166]	[0.014205599203705788, 0.9989904761314392, -0.03258022665977478, -0.027474215254187584]	[0.0888785645365715, 0.9787955284118652, -0.023797262459993362, 0.18301256000995636]	[-0.553024411201477, 0.7598730325698853, 0.050982438027858734, 0.3378727436065674]	[0.07402737438678741, 0.8081033229827881, 0.5804336071014404, -0.06771939992904663]	[-0.05421607196331024, 0.9940528869628906, -0.09443530440330505, -0.0011934931389987469]	[-0.6811884641647339, 0.6742818355560303, 0.27906516194343567, 0.0587291345000267]	[0.10212860256433487, 0.9931451678276062, -0.02176784723997116, -0.05252324789762497]	[-0.011263626627624035, 0.9756544828414917, -0.04130174219608307, 0.21509437263011932]
2024-08-27 15:28:01.573	[0.048609569668769836, 1.479891061782837, -0.07980914413928986]	[-0.17636200785636902, 0.7220021486282349, -0.17454403638839722]	[0.07341242581605911, 0.8552665710449219, -0.03360775485634804]	[-0.1291719228029251, 0.010701373219490051, -0.11847996711730957]	[-0.16885025799274445, 0.8163717985153198, -0.20430275797843933]	[0.518669605255127, 1.286745309829712, -0.08047088980674744]	[0.18344321846961975, 0.5752807855606079, -0.03313059359788895]	[-0.15508508682250977, 1.0083205699920654, -0.04230451211333275]	[-0.061162229627370834, 0.5845709443092346, -0.025071609765291214]	[0.23813506960868835, 0.08097457885742188, 0.06184418499469757]	[-0.08844811469316483, 0.9242841601371765, -0.11137013137340546, -0.35422104597091675]	[-0.6480025053024292, 0.6213985085487366, 0.44040417671203613, -0.0009595144656486809]	[0.01419620681554079, 0.9989906549453735, -0.03257149085402489, -0.027482926845550537]	[0.08885939419269562, 0.9787999987602234, -0.023816101253032684, 0.1829954981803894]	[-0.5530143976211548, 0.7599398493766785, 0.05082640051841736, 0.3377622067928314]	[0.07394887506961823, 0.8080759048461914, 0.5804807543754578, -0.0677274838089943]	[-0.0542193241417408, 0.9940544366836548, -0.0944175273180008, -0.0011997678084298968]	[-0.681154191493988, 0.6743596196174622, 0.2789737582206726, 0.05866660177707672]	[0.10212595015764236, 0.9931458830833435, -0.021741434931755066, -0.052524421364068985]	[-0.011277406476438046, 0.9756577610969543, -0.041303057223558426, 0.21507848799228668]
2024-08-27 15:28:01.585	[0.048584721982479095, 1.4799387454986572, -0.0796944797039032]	[-0.17638149857521057, 0.7219535112380981, -0.17440643906593323]	[0.07340618968009949, 0.8552790284156799, -0.03355422988533974]	[-0.1291799694299698, 0.010698392987251282, -0.11847759783267975]	[-0.1688714623451233, 0.8162750601768494, -0.2040896713733673]	[0.5186376571655273, 1.2868109941482544, -0.0804319828748703]	[0.18344014883041382, 0.5752828121185303, -0.03311104327440262]	[-0.1551026701927185, 1.0082815885543823, -0.04215187206864357]	[-0.0611647330224514, 0.5845699906349182, -0.025042545050382614]	[0.23813627660274506, 0.08097293972969055, 0.06184260547161102]	[-0.08812481164932251, 0.9243748784065247, -0.11102272570133209, -0.354173868894577]	[-0.6479805111885071, 0.621495246887207, 0.4402998685836792, -0.0010000535985454917]	[0.014139300212264061, 0.9989902377128601, -0.03255825117230415, -0.0275433212518692]	[0.08887264132499695, 0.9788028597831726, -0.023841621354222298, 0.18297041952610016]	[-0.5530046820640564, 0.7599956393241882, 0.0505964457988739, 0.3376869857311249]	[0.07387479394674301, 0.8080294132232666, 0.5805572271347046, -0.06770779192447662]	[-0.05422236770391464, 0.994056224822998, -0.09439690411090851, -0.0012111394898965955]	[-0.6811415553092957, 0.6744464039802551, 0.2788016200065613, 0.05863342806696892]	[0.1021232008934021, 0.9931463003158569, -0.02171577326953411, -0.0525340735912323]	[-0.011274877935647964, 0.9756604433059692, -0.04127857834100723, 0.21507158875465393]
2024-08-27 15:28:01.596	[0.04857126995921135, 1.4799585342407227, -0.07964570820331573]	[-0.17638908326625824, 0.7218193411827087, -0.1740802675485611]	[0.07339417189359665, 0.8552820682525635, -0.03353050351142883]	[-0.1291644424200058, 0.010694578289985657, -0.11847198009490967]	[-0.16886533796787262, 0.8161576986312866, -0.20393507182598114]	[0.5185554027557373, 1.2869384288787842, -0.08036717772483826]	[0.18343549966812134, 0.5752953886985779, -0.03308553993701935]	[-0.15509191155433655, 1.008239507675171, -0.042071666568517685]	[-0.06116870790719986, 0.5845686793327332, -0.02500380575656891]	[0.23815137147903442, 0.08098453283309937, 0.06185118108987808]	[-0.08792049437761307, 0.9244489073753357, -0.11080065369606018, -0.3541008234024048]	[-0.6479650735855103, 0.621662974357605, 0.440085232257843, -0.0012597701279446483]	[0.01410500705242157, 0.9989901781082153, -0.032552316784858704, -0.02756805159151554]	[0.08881586045026779, 0.9788088798522949, -0.023870520293712616, 0.18296249210834503]	[-0.5531393885612488, 0.7599986791610718, 0.05041619390249252, 0.33748671412467957]	[0.07374125719070435, 0.8079537153244019, 0.580685555934906, -0.06765664368867874]	[-0.05423721298575401, 0.9940566420555115, -0.0943828746676445, -0.0012614389415830374]	[-0.6811575293540955, 0.6744824647903442, 0.27871060371398926, 0.05846574902534485]	[0.10211052000522614, 0.9931463003158569, -0.02167830616235733, -0.052574239671230316]	[-0.011251053772866726, 0.975672721862793, -0.04128018766641617, 0.21501652896404266]
2024-08-27 15:28:01.608	[0.04855570197105408, 1.4799818992614746, -0.0795847699046135]	[-0.1763773262500763, 0.7217603921890259, -0.17392782866954803]	[0.07339102029800415, 0.8552858829498291, -0.03349936008453369]	[-0.1291673630475998, 0.010695308446884155, -0.11847473680973053]	[-0.16885904967784882, 0.8160874247550964, -0.2038201242685318]	[0.5185132026672363, 1.2870047092437744, -0.08033786714076996]	[0.18343301117420197, 0.5752972960472107, -0.0330708883702755]	[-0.15509828925132751, 1.0082169771194458, -0.041999127715826035]	[-0.06117051839828491, 0.5845652222633362, -0.024974705651402473]	[0.23815110325813293, 0.08098384737968445, 0.06185146048665047]	[-0.08772632479667664, 0.9244913458824158, -0.11059983819723129, -0.35410112142562866]	[-0.6479945778846741, 0.6217283606529236, 0.43994879722595215, -0.0013932177098467946]	[0.014064420945942402, 0.9989899396896362, -0.03254673629999161, -0.027607254683971405]	[0.08882364630699158, 0.9788071513175964, -0.02385859005153179, 0.1829695850610733]	[-0.553234338760376, 0.7599830031394958, 0.05026564002037048, 0.3373884856700897]	[0.07368049025535583, 0.8079010248184204, 0.5807695388793945, -0.06763003021478653]	[-0.05423642322421074, 0.994057834148407, -0.09437010437250137, -0.0012921744491904974]	[-0.681180477142334, 0.674500048160553, 0.27862611413002014, 0.058398738503456116]	[0.10211281478404999, 0.9931451678276062, -0.021646281704306602, -0.0526043176651001]	[-0.011230108328163624, 0.9756764769554138, -0.041265372186899185, 0.21500363945960999]
2024-08-27 15:28:01.619	[0.04853825271129608, 1.4800269603729248, -0.07947881519794464]	[-0.17634034156799316, 0.7217123508453369, -0.17380723357200623]	[0.07337354123592377, 0.8552958369255066, -0.033432867377996445]	[-0.1291642040014267, 0.010692313313484192, -0.11847659200429916]	[-0.16880375146865845, 0.8159816265106201, -0.20362702012062073]	[0.5184736251831055, 1.287058711051941, -0.08031495660543442]	[0.18343403935432434, 0.5753005743026733, -0.03305541351437569]	[-0.15511073172092438, 1.008188009262085, -0.041864488273859024]	[-0.06116958335042, 0.5845609903335571, -0.02495010942220688]	[0.23816166818141937, 0.08098509907722473, 0.06185053661465645]	[-0.08739858865737915, 0.9246141910552979, -0.11023388803005219, -0.3539753556251526]	[-0.6481549739837646, 0.6217889785766602, 0.43962615728378296, -0.0015782585833221674]	[0.014001241885125637, 0.9989897608757019, -0.03253677114844322, -0.02765427529811859]	[0.0888352319598198, 0.9788064360618591, -0.023848703131079674, 0.18296849727630615]	[-0.5534676909446716, 0.7598662376403809, 0.04995898902416229, 0.3373143672943115]	[0.07359060645103455, 0.8078137636184692, 0.5809027552604675, -0.06762620061635971]	[-0.05424340441823006, 0.9940589070320129, -0.09435523301362991, -0.0013185249408707023]	[-0.681260883808136, 0.6744988560676575, 0.2784397602081299, 0.05836343765258789]	[0.10210864990949631, 0.9931451678276062, -0.021620403975248337, -0.05262427777051926]	[-0.011253803968429565, 0.9756776094436646, -0.041277818381786346, 0.21499478816986084]
2024-08-27 15:28:01.630	[0.04853897914290428, 1.4800382852554321, -0.0794232040643692]	[-0.17625989019870758, 0.7216242551803589, -0.17354555428028107]	[0.07337357103824615, 0.8552930951118469, -0.033402297645807266]	[-0.1291772723197937, 0.010702751576900482, -0.1184859350323677]	[-0.16876311600208282, 0.8159223198890686, -0.20353417098522186]	[0.5184073448181152, 1.287152886390686, -0.08024735748767853]	[0.18342137336730957, 0.5753040313720703, -0.03301902115345001]	[-0.15511177480220795, 1.008166790008545, -0.04179682955145836]	[-0.0611761100590229, 0.5845537781715393, -0.02489238791167736]	[0.2381511628627777, 0.08098077774047852, 0.061844803392887115]	[-0.0872483178973198, 0.9246630668640137, -0.11003446578979492, -0.3539469242095947]	[-0.6482352614402771, 0.6218338012695312, 0.43944409489631653, -0.0016590059967711568]	[0.013970796018838882, 0.9989896416664124, -0.03253557160496712, -0.0276769008487463]	[0.08890832215547562, 0.9788103699684143, -0.023758361116051674, 0.18292386829853058]	[-0.5535781383514404, 0.7598093152046204, 0.049780115485191345, 0.337287575006485]	[0.07355339080095291, 0.8077555894851685, 0.5809881687164307, -0.06762927770614624]	[-0.05424115061759949, 0.9940627217292786, -0.09431543201208115, -0.0013632182963192463]	[-0.6813079714775085, 0.6744956374168396, 0.2783302366733551, 0.05837418884038925]	[0.10209745168685913, 0.9931430816650391, -0.021565096452832222, -0.05270637944340706]	[-0.011210739612579346, 0.9756728410720825, -0.0413140133023262, 0.21501193940639496]
2024-08-27 15:28:01.642	[0.04853136092424393, 1.4800517559051514, -0.07936181873083115]	[-0.1762283891439438, 0.7215820550918579, -0.1734151542186737]	[0.07336443662643433, 0.8552981019020081, -0.033369749784469604]	[-0.12916862964630127, 0.010709300637245178, -0.11847174167633057]	[-0.16873636841773987, 0.8158698678016663, -0.20343703031539917]	[0.5183752775192261, 1.2871966361999512, -0.08021052181720734]	[0.18341287970542908, 0.5753141641616821, -0.03300175815820694]	[-0.15512210130691528, 1.008150577545166, -0.04172203317284584]	[-0.06117994338274002, 0.5845591425895691, -0.024858836084604263]	[0.23814411461353302, 0.08098876476287842, 0.06185046583414078]	[-0.08712490648031235, 0.9247147440910339, -0.10987003147602081, -0.35389336943626404]	[-0.6483097672462463, 0.6218791604042053, 0.439269483089447, -0.0017443737015128136]	[0.013920770026743412, 0.9989891052246094, -0.032532911747694016, -0.027723779901862144]	[0.08888396620750427, 0.9788126349449158, -0.023768184706568718, 0.1829221397638321]	[-0.5536864995956421, 0.7597569227218628, 0.049607664346694946, 0.3372536301612854]	[0.07351591438055038, 0.8077104091644287, 0.5810525417327881, -0.06765464693307877]	[-0.054240692406892776, 0.9940637946128845, -0.09430484473705292, -0.0013825771166011691]	[-0.6813864707946777, 0.6744945049285889, 0.2781350016593933, 0.058400847017765045]	[0.10208936035633087, 0.99314284324646, -0.02154458314180374, -0.05273410305380821]	[-0.011245660483837128, 0.975667417049408, -0.04128080606460571, 0.21504110097885132]
2024-08-27 15:28:01.654	[0.048511914908885956, 1.4800617694854736, -0.0792561024427414]	[-0.17618201673030853, 0.7215049266815186, -0.17319872975349426]	[0.07335127145051956, 0.8552903532981873, -0.03329998999834061]	[-0.12917068600654602, 0.010703735053539276, -0.11847500503063202]	[-0.1686943620443344, 0.8157759308815002, -0.20327463746070862]	[0.5183180570602417, 1.2872658967971802, -0.08013396710157394]	[0.1834086775779724, 0.5753116607666016, -0.03298534080386162]	[-0.1551424264907837, 1.0081154108047485, -0.04159519821405411]	[-0.06118231639266014, 0.5845507383346558, -0.024830453097820282]	[0.23814143240451813, 0.08098104596138, 0.06183883175253868]	[-0.08694079518318176, 0.9247908592224121, -0.10959450900554657, -0.35382533073425293]	[-0.6484141945838928, 0.6219658851623535, 0.43899211287498474, -0.0018791841575875878]	[0.01389908418059349, 0.9989891648292542, -0.03253377228975296, -0.027734028175473213]	[0.08886689692735672, 0.9788171052932739, -0.023754792287945747, 0.18290871381759644]	[-0.5538458824157715, 0.7596856951713562, 0.04932588338851929, 0.33719325065612793]	[0.07344085723161697, 0.8076803088188171, 0.5810945630073547, -0.0677347257733345]	[-0.054238881915807724, 0.9940662384033203, -0.09427859634160995, -0.001416579121723771]	[-0.6814221739768982, 0.6744843125343323, 0.27807068824768066, 0.058407969772815704]	[0.10208839923143387, 0.9931414723396301, -0.02151172235608101, -0.052776627242565155]	[-0.011283442378044128, 0.9756691455841064, -0.04125764220952988, 0.21503573656082153]
2024-08-27 15:28:01.665	[0.048509106040000916, 1.4800711870193481, -0.07920331507921219]	[-0.17614299058914185, 0.7214735746383667, -0.17308956384658813]	[0.07333792001008987, 0.8552941083908081, -0.033264752477407455]	[-0.1291799545288086, 0.010709024965763092, -0.11847500503063202]	[-0.16865435242652893, 0.8157362937927246, -0.2031911462545395]	[0.5182984471321106, 1.2873071432113647, -0.08008449524641037]	[0.1833924651145935, 0.5753188133239746, -0.032936807721853256]	[-0.15514273941516876, 1.0081058740615845, -0.04153154790401459]	[-0.0611996166408062, 0.5845500230789185, -0.02476479485630989]	[0.23814740777015686, 0.08098512887954712, 0.061858419328927994]	[-0.0868932455778122, 0.9248151183128357, -0.10949046909809113, -0.3538057208061218]	[-0.6484794616699219, 0.6220107674598694, 0.4388318657875061, -0.0019187985453754663]	[0.013890715315937996, 0.9989887475967407, -0.03253186494112015, -0.02775266394019127]	[0.08886392414569855, 0.9788140654563904, -0.023729875683784485, 0.1829298734664917]	[-0.5539222359657288, 0.7596403956413269, 0.049165867269039154, 0.3371935784816742]	[0.0733940452337265, 0.8076900839805603, 0.5810789465904236, -0.06780387461185455]	[-0.054252028465270996, 0.9940676689147949, -0.09425482153892517, -0.001509904395788908]	[-0.6814644932746887, 0.674484372138977, 0.2779602110385895, 0.05843888968229294]	[0.10208617895841599, 0.9931405782699585, -0.021445397287607193, -0.05282355099916458]	[-0.011263888329267502, 0.9756742119789124, -0.04128608852624893, 0.21500831842422485]
2024-08-27 15:28:01.677	[0.048496078699827194, 1.4800686836242676, -0.07910032570362091]	[-0.17612048983573914, 0.7214034199714661, -0.17292535305023193]	[0.07331867516040802, 0.8552857637405396, -0.03319939970970154]	[-0.1291717141866684, 0.01071535050868988, -0.11848347634077072]	[-0.1686438024044037, 0.8156090974807739, -0.20299258828163147]	[0.5182787179946899, 1.2873388528823853, -0.08003734052181244]	[0.18338394165039062, 0.5753127336502075, -0.032915178686380386]	[-0.15515118837356567, 1.0080773830413818, -0.04141431301832199]	[-0.061208032071590424, 0.5845416188240051, -0.024735864251852036]	[0.238142192363739, 0.08097454905509949, 0.06185479834675789]	[-0.08686212450265884, 0.924839198589325, -0.10933074355125427, -0.35379958152770996]	[-0.6485164165496826, 0.622110903263092, 0.4386344850063324, -0.002093914430588484]	[0.01386840920895338, 0.9989888668060303, -0.03251389041543007, -0.02778032049536705]	[0.08877675235271454, 0.9788217544555664, -0.02369585633277893, 0.1829352229833603]	[-0.5541689395904541, 0.7595651149749756, 0.048809491097927094, 0.3370093107223511]	[0.07334687560796738, 0.807699978351593, 0.5810613632202148, -0.06788845360279083]	[-0.05425272881984711, 0.9940698742866516, -0.09423092752695084, -0.001536210416816175]	[-0.6814827919006348, 0.6745437383651733, 0.27779507637023926, 0.05832650512456894]	[0.1020863950252533, 0.9931396842002869, -0.02141060307621956, -0.05285446718335152]	[-0.011268923990428448, 0.9756760001182556, -0.04125891253352165, 0.21500474214553833]
2024-08-27 15:28:01.688	[0.04848072677850723, 1.4800750017166138, -0.07907191663980484]	[-0.17609474062919617, 0.7213470935821533, -0.1727026402950287]	[0.07331373542547226, 0.8552846312522888, -0.03316947817802429]	[-0.12916043400764465, 0.01070994883775711, -0.11847304552793503]	[-0.16863305866718292, 0.8155748844146729, -0.20292018353939056]	[0.5182520151138306, 1.2874022722244263, -0.07994498312473297]	[0.18337036669254303, 0.575313925743103, -0.03288794681429863]	[-0.15515980124473572, 1.008078694343567, -0.041367027908563614]	[-0.061217669397592545, 0.5845360159873962, -0.024693630635738373]	[0.23813584446907043, 0.08097073435783386, 0.061851684004068375]	[-0.08689504861831665, 0.9248542189598083, -0.1093035340309143, -0.3537607192993164]	[-0.6486856341362, 0.6221560835838318, 0.43831896781921387, -0.002300727181136608]	[0.013848897069692612, 0.9989889860153198, -0.032510872930288315, -0.027788612991571426]	[0.08866789937019348, 0.9788379669189453, -0.023687979206442833, 0.18290236592292786]	[-0.554297685623169, 0.7594962120056152, 0.04865257441997528, 0.3369756042957306]	[0.07325269281864166, 0.8077003359794617, 0.5810595750808716, -0.06800087541341782]	[-0.05425536632537842, 0.9940721988677979, -0.09420318901538849, -0.0015834653750061989]	[-0.6814947128295898, 0.6745622754096985, 0.27772337198257446, 0.058312345296144485]	[0.10207358002662659, 0.9931371212005615, -0.021371398121118546, -0.05294355750083923]	[-0.011288692243397236, 0.9756704568862915, -0.041268061846494675, 0.21502737700939178]
2024-08-27 15:28:01.700	[0.04846804589033127, 1.4800779819488525, -0.07901455461978912]	[-0.17606110870838165, 0.7213307023048401, -0.1726202517747879]	[0.07330828160047531, 0.8552870154380798, -0.033139877021312714]	[-0.12917830049991608, 0.01072394847869873, -0.11848045140504837]	[-0.16861003637313843, 0.815553605556488, -0.2028554081916809]	[0.5182437896728516, 1.287426233291626, -0.07989257574081421]	[0.1833690106868744, 0.5753191709518433, -0.03287263214588165]	[-0.15515731275081635, 1.0080770254135132, -0.041314881294965744]	[-0.061226289719343185, 0.5845392942428589, -0.024677570909261703]	[0.23814734816551208, 0.080975741147995, 0.061858609318733215]	[-0.0869416743516922, 0.9248371720314026, -0.10932283848524094, -0.35378777980804443]	[-0.6487733125686646, 0.6221463680267334, 0.43820273876190186, -0.0023500779643654823]	[0.013839641585946083, 0.9989897608757019, -0.032484181225299835, -0.027798466384410858]	[0.08871011435985565, 0.9788326621055603, -0.02364170551300049, 0.1829160749912262]	[-0.5543979406356812, 0.7594272494316101, 0.04855845123529434, 0.3369795083999634]	[0.07322059571743011, 0.8077194094657898, 0.5810277462005615, -0.0680798813700676]	[-0.05426553264260292, 0.9940723180770874, -0.09419634938240051, -0.001610949169844389]	[-0.6815097332000732, 0.6745662689208984, 0.2776772081851959, 0.05831266939640045]	[0.10208167135715485, 0.9931357502937317, -0.021352430805563927, -0.05296079069375992]	[-0.011285398155450821, 0.975677490234375, -0.041238170117139816, 0.21500128507614136]
